,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,from Low,from High,Price 31122018,Price 31122019,P 2018,P 2019,change
182,EXPD,Expeditors International,Industrials,60.36,25.26,1.3520038,2.36,67.54,51.96,11040678071,721643000.0,2.1903189999999997,5.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,0.8936926265916493,0.8608349900596421,68.09,78.02,68.09,78.02,0.14583639300925233
183,ESRX,Express Scripts,Health Care,73.35,10.72,0.0,5.39,83.485,55.8,42449656350,7309300000.0,0.57588416,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESRX,0.8786009462777744,0.7607361963190185,,,0.0,0.0,
184,EXR,Extra Space Storage,Real Estate,77.56,18.12,3.879632,2.92,88.56,71.34,10133547517,717468000.0,12.204818,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,0.8757904245709124,0.9198040226921094,90.48,105.62,90.48,105.62,0.16732979664014147
185,XOM,Exxon Mobil Corp.,Energy,76.07,21.37,4.0031195,1.88,89.3,76.05,326148660000,39052000000.0,1.7701944,1.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,0.8518477043673012,0.9997370842644933,68.19,69.78,68.19,69.78,0.023317201935767695
186,FFIV,F5 Networks,Information Technology,137.25,21.21,0.0,6.51,149.5,114.63,8744185796,629940000.0,4.1203604,6.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,0.9180602006688964,0.835191256830601,162.03,139.65,162.03,139.65,-0.13812256989446392
187,FB,"Facebook, Inc.",Information Technology,171.58,27.9,0.0,5.39,195.32,132.44,523423036576,23624000000.0,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB,0.8784558672946959,0.7718848350623615,131.09,205.25,131.09,205.25,0.565718208864139
188,FAST,Fastenal Co,Industrials,52.15,27.02,2.7798648,2.01,57.815,39.79,15311373377,1009600000.0,3.4729769999999998,7.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,0.9020150479979244,0.7629913710450623,26.15,36.95,26.15,36.95,0.4130019120458892
189,FRT,Federal Realty Investment Trust,Real Estate,108.11,18.35,3.5925992,3.5,143.79,109.74,8077368506,540767000.0,12.898601,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,0.7518603519020794,1.0150772361483673,118.04,128.73,118.04,128.73,0.09056252117926111
190,FDX,FedEx Corporation,Industrials,239.27,19.45,0.7963368000000001,11.07,274.66,182.89,67280478816,8062000000.0,1.0751684,3.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,0.8711497851889608,0.7643666151209929,161.33,151.21,161.33,151.21,-0.0627285687720821
191,FIS,Fidelity National Information Services,Information Technology,92.74,22.08,1.322724,1.72,103.65,77.63,32308459680,2782000000.0,4.7038417,3.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,0.894741919922817,0.837071382359284,102.55,139.09,102.55,139.09,0.35631399317406154
192,FITB,Fifth Third Bancorp,Financials,31.1,16.9,1.9789734,2.85,33.91,23.2,22437653700,0.0,2.8802847999999996,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,0.9171335889118255,0.7459807073954984,23.53,30.74,23.53,30.74,0.3064173395665106
193,FE,FirstEnergy Corp,Utilities,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072,-5067000000.0,1.2994481000000002,2.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,0.8699602498580352,0.9115535248041775,37.55,48.60,37.55,48.6,0.2942743009320907
194,FISV,Fiserv Inc,Information Technology,133.05,27.32,0.0,4.14,144.2,106.2,26918949723,1911000000.0,6.518713,11.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV,0.9226768377253816,0.798196166854566,73.49,115.63,73.49,115.63,0.5734113484827867
195,FLIR,FLIR Systems,Information Technology,46.46,25.53,1.2396694,1.21,52.88,33.75,6706992926,375267000.0,5.137961,3.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLIR,0.8785930408472011,0.7264313387860525,43.54,52.07,43.54,52.07,0.19591180523656404
196,FLS,Flowserve Corporation,Industrials,40.82,26.17,1.8291216000000001,1.12,51.92,37.51,5427884956,463066000.0,2.0803037,3.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLS,0.7862095531587057,0.9189122978931895,38.02,49.77,38.02,49.77,0.3090478695423462
197,FLR,Fluor Corp.,Industrials,55.31,19.9,1.4726508,1.99,62.09,37.0351,7978485059,709756000.0,0.5516401999999999,2.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FLR,0.8908036720889032,0.669591393961309,,,0.0,0.0,
198,FMC,FMC Corporation,Materials,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835,557800000.0,6.008903500000001,5.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,0.8193515704154002,0.6990231235315939,64.15,99.82,64.15,99.82,0.556040530007794
199,FL,Foot Locker Inc,Consumer Discretionary,45.88,9.5,2.5827951000000002,4.91,77.86,28.42,5819080328,957000000.0,1.0362948,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FL,0.5892627793475469,0.6194420226678291,,,0.0,0.0,
200,F,Ford Motor,Consumer Discretionary,10.43,5.89,6.7843865999999995,1.9,13.48,10.19,42414328338,9281000000.0,0.27054095,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,0.7737388724035608,0.9769894534995206,7.65,9.30,7.65,9.3,0.21568627450980404
201,FTV,Fortive Corp,Industrials,69.14,25.05,0.39057052,2.46,76.68,54.8844,24916503061,1508300000.0,5.168267299999999,7.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,0.9016692749087114,0.7938154469192942,67.66,76.39,67.66,76.39,0.12902749039314232
202,FBHS,Fortune Brands Home & Security,Industrials,62.44,20.27,1.2618296,3.04,73.62,55.25,9624169008,814500000.0,1.8434572,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FBHS,0.84813909263787,0.8848494554772582,37.99,65.34,37.99,65.34,0.7199262963937878
203,BEN,Franklin Resources,Financials,38.0,12.67,2.3326569999999998,3.0,47.65,37.01,21759187973,2711300000.0,3.3991010000000004,1.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,0.7974816369359916,0.9739473684210526,29.66,25.98,29.66,25.98,-0.1240728253540121
204,FCX,Freeport-McMoRan Inc.,Materials,17.16,14.67,1.1198208,1.24,20.25,11.05,25853969330,5347000000.0,1.6538345,3.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,0.8474074074074074,0.6439393939393939,10.31,13.12,10.31,13.12,0.2725509214354993
205,GPS,Gap Inc.,Consumer Discretionary,31.17,15.35,2.8203557,1.69,35.68,21.02,12684517721,1959000000.0,1.1289738,3.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPS,0.8735986547085203,0.6743663779274943,25.76,17.68,25.76,17.68,-0.313664596273292
206,GRMN,Garmin Ltd.,Consumer Discretionary,61.13,21.23,3.2339884999999997,2.69,64.96,48.5,11840331607,736798000.0,5.319881,3.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,0.9410406403940887,0.7933911336495992,63.32,97.56,63.32,97.56,0.5407454200884396
207,IT,Gartner Inc,Information Technology,114.26,36.86,0.0,2.31,142.16,97.96,10828314389,234935000.0,4.894499,13.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,0.8037422622397299,0.8573429021529844,127.84,154.10,127.84,154.1,0.2054130162703378
208,GD,General Dynamics,Industrials,206.05,20.71,1.5631542,9.55,229.54,181.94,64180390701,4618000000.0,2.0481362,5.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,0.8976648950074062,0.8829895656394079,157.21,176.35,157.21,176.35,0.12174798040837098
209,GE,General Electric,Industrials,14.45,13.76,3.147541,-0.72,30.59,14.71,132249296250,-206000000.0,1.0887611000000001,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,0.4723765936580582,1.0179930795847751,7.28,11.16,7.28,11.16,0.5329670329670328
210,GGP,General Growth Properties Inc.,Real Estate,21.62,13.86,4.0054620000000005,1.34,25.72,18.83,21018887283,1740540000.0,17.003777,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GGP,0.8405909797822707,0.8709528214616095,,,0.0,0.0,
211,GIS,General Mills,Consumer Staples,53.99,17.53,3.5864594,2.77,63.73,49.65,31098243069,3107600000.0,2.0389178,7.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,0.8471677388984781,0.9196147434710131,38.94,53.56,38.94,53.56,0.37544940934771454
212,GM,General Motors,Consumer Discretionary,40.75,6.58,3.5857513,6.0,46.76,31.92,61536606173,23541000000.0,0.5633218000000001,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,0.8714713430282293,0.7833128834355829,33.45,36.60,33.45,36.6,0.094170403587444
213,GPC,Genuine Parts,Consumer Discretionary,96.31,21.17,2.7198548,4.6,107.75,79.86,14554321748,1201517000.0,1.212236,4.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,0.8938283062645012,0.8291973834492783,96.02,106.23,96.02,106.23,0.10633201416371607
214,GILD,Gilead Sciences,Health Care,78.22,8.16,2.754954,9.95,89.54,63.75899999999999,108106822109,17590000000.0,5.208746400000001,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GILD,0.8735760553942371,0.8151240092048069,62.55,64.98,62.55,64.98,0.03884892086330938
215,GPN,Global Payments Inc.,Information Technology,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264,960345000.0,5.775833,4.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,0.8881334981458591,0.7602147330748583,103.13,182.56,103.13,182.56,0.7701929603413169
216,GS,Goldman Sachs Group,Financials,246.35,12.44,1.1668611999999998,8.61,273.79,209.62,96978500251,0.0,2.309415,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,0.8997772015048029,0.8509031865232394,167.05,229.93,167.05,229.93,0.37641424723136785
217,GT,Goodyear Tire & Rubber,Consumer Discretionary,30.75,9.92,1.6731401999999997,4.74,37.2,28.81,8244568238,2044000000.0,0.72725976,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GT,0.8266129032258064,0.936910569105691,,,0.0,0.0,
218,GWW,Grainger (W.W.) Inc.,Industrials,258.6,22.57,1.9700643,10.02,298.145,155.0,14639308205,1279846000.0,1.3995146,8.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GWW,0.8673631957604523,0.5993812838360402,282.36,338.52,282.36,338.52,0.19889502762430933
219,HAL,Halliburton Co.,Energy,47.41,38.86,1.4489836999999999,-0.53,57.86,38.181,43356557470,2910000000.0,2.1424223999999996,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAL,0.8193916349809885,0.8053364269141531,26.58,24.47,26.58,24.47,-0.0793829947328818
220,HBI,Hanesbrands Inc,Consumer Discretionary,19.57,10.04,2.7322404,1.41,25.73,18.9,8006268615,926153000.0,1.6339768,6.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBI,0.7605907500971628,0.9657639243740418,12.53,14.85,12.53,14.85,0.1851556264964087
221,HOG,Harley-Davidson,Consumer Discretionary,47.54,13.7,3.0218647,2.98,63.4,44.52,8158949890,1058817000.0,1.66195,4.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOG,0.7498422712933754,0.9364745477492639,34.12,37.19,34.12,37.19,0.08997655334114896
222,HRS,Harris Corporation,Information Technology,149.84,26.38,1.4922442,4.43,160.67,104.16,18140726600,1368000000.0,2.9516637,5.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRS,0.9325947594448248,0.6951414842498664,,,0.0,0.0,
223,HIG,Hartford Financial Svc.Gp.,Financials,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632,0.0,1.3939538,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,0.9010135135135136,0.8689538807649043,44.45,60.77,44.45,60.77,0.36715410573678287
224,HAS,Hasbro Inc.,Consumer Discretionary,96.48,20.57,2.2304833,4.34,116.2,87.92,12732072001,1028425000.0,3.2375681,5.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HAS,0.8302925989672978,0.9112769485903814,81.25,105.61,81.25,105.61,0.2998153846153846
225,HCA,HCA Holdings,Health Care,95.97,14.07,1.4227642,5.94,106.84,71.18,34449052800,8202000000.0,0.7251920999999999,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCA,0.8982590789966305,0.741690111493175,124.45,147.81,124.45,147.81,0.18770590598633996
226,HCP,HCP Inc.,Real Estate,22.64,10.99,6.330197,1.33,33.67,22.8,10967755538,1412684000.0,8.127108999999999,1.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCP,0.6724086724086724,1.0070671378091873,,,0.0,0.0,
227,HP,Helmerich & Payne,Energy,64.87,-54.51,4.149992500000001,-1.2,75.02,42.16,7345243806,483673000.0,3.7385862000000003,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HP,0.8647027459344176,0.6499152150454754,47.94,45.43,47.94,45.43,-0.05235711305798907
228,HSIC,Henry Schein,Health Care,70.85,19.85,0.0,3.1,93.495,65.28,11452961984,1033985000.0,1.262194,3.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSIC,0.7577945344670837,0.9213832039520113,61.58,66.72,61.58,66.72,0.08346865865540765
229,HES,Hess Corporation,Energy,43.0,-9.33,2.2670596,-19.94,55.48,37.25,14016129999,-819000000.0,3.780475,1.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HES,0.7750540735400144,0.8662790697674418,40.50,66.81,40.5,66.81,0.6496296296296298
230,HPE,Hewlett Packard Enterprise,Information Technology,15.04,11.57,1.9280206000000002,0.21,24.88,12.815,24800859640,3683000000.0,1.4609766000000002,1.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPE,0.6045016077170418,0.852061170212766,13.21,15.86,13.21,15.86,0.20060560181680542
231,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796,2815000000.0,3.7628453,17.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT,0.8927477017364658,0.709255021612001,71.80,110.91,71.8,110.91,0.544707520891365
232,HOLX,Hologic,Health Care,38.8,19.21,0.0,2.64,46.8,35.76,11181493750,1561000000.0,4.80335,4.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HOLX,0.829059829059829,0.9216494845360825,41.10,52.21,41.1,52.21,0.2703163017031629
233,HD,Home Depot,Consumer Discretionary,181.22,28.1,1.8610487,6.46,207.605,136.82,223378633329,16513000000.0,2.8964397999999996,84.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD,0.8729076852676959,0.754993930029798,171.82,218.38,171.82,218.38,0.270981259457572
234,HON,Honeywell Int'l Inc.,Industrials,146.02,20.68,1.9710299,2.08,165.13,119.31,114422168609,8333000000.0,2.8267898999999996,5.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HON,0.8842729970326411,0.8170798520750582,132.12,177.00,132.12,177.0,0.3396911898274295
235,HRL,Hormel Foods Corp.,Consumer Staples,32.21,20.39,2.2907757999999996,1.57,38.0,29.75,17338613096,1422305000.0,2.5174792,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRL,0.8476315789473684,0.9236262030425334,42.68,45.11,42.68,45.11,0.056935332708528685
236,HST,Host Hotels & Resorts,Real Estate,18.75,11.23,4.1131105,1.02,21.53,17.26,14394715334,1547000000.0,3.5549128,2.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HST,0.8708778448676265,0.9205333333333334,16.67,18.55,16.67,18.55,0.11277744451109761
237,HPQ,HP Inc.,Information Technology,19.92,12.07,2.6270627999999996,1.49,24.1,15.39,34895294088,3700000000.0,0.8954903000000001,0.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,0.8265560165975104,0.7725903614457831,20.46,20.55,20.46,20.55,0.004398826979472137
238,HUM,Humana Inc.,Health Care,262.37,22.39,0.6040015000000001,4.06,293.35,189.01,36973617235,0.0,0.9256895,3.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,0.8943923640702233,0.7203948622174791,286.48,366.52,286.48,366.52,0.279391231499581
239,HBAN,Huntington Bancshares,Financials,15.1,15.41,2.8132992000000003,1.0,16.53,12.14,16766497291,0.0,3.5112102,1.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HBAN,0.9134906231094978,0.8039735099337749,11.92,15.08,11.92,15.08,0.2651006711409396
240,HII,Huntington Ingalls Industries,Industrials,225.37,18.75,1.2264713,12.15,253.44,183.42,10628247899,1107000000.0,1.8924941000000002,6.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,0.8892440025252526,0.8138616497315525,190.31,250.88,190.31,250.88,0.3182701907414218
241,IDXX,IDEXX Laboratories,Health Care,169.28,53.57,0.0,2.94,198.73,140.63,15422885020,478307000.0,7.97525,196.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,0.8518089870678811,0.8307537807183365,186.02,261.13,186.02,261.13,0.4037737877647565
242,INFO,IHS Markit Ltd.,Industrials,43.73,26.19,0.0,1.0,49.19,37.82,17969275816,1018900000.0,5.0604,2.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INFO,0.8890018296401707,0.8648525040018294,47.97,75.35,47.97,75.35,0.5707734000416926
243,ITW,Illinois Tool Works,Industrials,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108,3924000000.0,3.9286149,10.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,0.8720053610319988,0.8102465577969901,126.69,179.63,126.69,179.63,0.41787039229615597
244,ILMN,Illumina Inc,Health Care,209.54,52.25,0.0,4.92,248.97,158.0203,32295200000,1192000000.0,11.713953,10.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ILMN,0.8416275053219263,0.7541295218096783,299.93,331.74,299.93,331.74,0.10605808021871765
245,INCY,Incyte,Health Care,83.92,-119.89,0.0,0.54,153.15,84.21,18220961259,-81686000.0,17.026989999999998,10.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INCY,0.5479595168135815,1.0034556720686367,63.59,87.32,63.59,87.32,0.37317188237144183
246,IR,Ingersoll-Rand PLC,Industrials,87.6,19.38,1.9739006999999997,5.07,97.67,77.26,22785450609,1987100000.0,1.6147361,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IR,0.8968977168014742,0.8819634703196348,91.23,132.92,91.23,132.92,0.45697687164309975
247,INTC,Intel Corp.,Information Technology,42.75,12.32,2.6548672000000004,1.98,50.85,33.23,211536000000,26247000000.0,3.348876,3.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTC,0.8407079646017699,0.7773099415204677,46.93,59.85,46.93,59.85,0.2753036437246963
248,ICE,Intercontinental Exchange,Financials,67.0,22.95,5.4298644,2.37,76.1378,56.8,41373051167,3103000000.0,9.619987,2.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ICE,0.8799833985221532,0.8477611940298507,75.33,92.55,75.33,92.55,0.2285941855834328
249,IBM,International Business Machines,Information Technology,147.59,10.67,3.8999026,6.11,182.79,139.13,142433003505,16557000000.0,1.8171669999999998,7.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IBM,0.8074292904425845,0.9426790432956161,113.67,134.04,113.67,134.04,0.1792029559250461
250,IP,International Paper,Materials,56.05,15.57,3.2067509999999997,5.14,66.94,49.6,24465996443,3004000000.0,1.0738261,4.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IP,0.837317000298775,0.8849241748438894,40.36,46.05,40.36,46.05,0.14098116947472739
251,IPG,Interpublic Group,Consumer Discretionary,21.34,15.46,3.3802817000000003,1.49,25.71,18.3,8277363031,1074900000.0,1.4712903,4.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IPG,0.8300272267600155,0.8575445173383318,20.63,23.10,20.63,23.1,0.11972855065438703
252,IFF,Intl Flavors & Fragrances,Materials,138.0,24.17,1.9341276,5.05,157.4,116.3,11270040447,699963000.0,4.4208813,6.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IFF,0.8767471410419313,0.8427536231884057,134.27,129.02,134.27,129.02,-0.039100320250242016
253,INTU,Intuit Inc.,Information Technology,152.75,40.52,0.96720195,3.72,170.59,111.9,41233771565,1654000000.0,9.633731,33.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=INTU,0.8954217714989156,0.7325695581014731,196.85,261.93,196.85,261.93,0.33060706121412253
254,ISRG,Intuitive Surgical Inc.,Health Care,381.87,48.58,0.0,5.67,452.0,233.10643,44866621303,1153700000.0,14.655261,9.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ISRG,0.8448451327433628,0.6104339958624663,478.92,591.15,478.92,591.15,0.23433976447005755
255,IVZ,Invesco Ltd.,Financials,31.92,11.87,3.466826,2.74,38.43,29.36,13620847614,1606200000.0,2.6513786,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IVZ,0.8306010928961749,0.9197994987468671,16.74,17.98,16.74,17.98,0.07407407407407418
256,IQV,IQVIA Holdings Inc.,Health Care,95.23,21.74,0.0,0.76,110.67,75.94,20426488713,1542000000.0,2.8477087000000005,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IQV,0.8604861299358453,0.7974377822114879,116.17,154.51,116.17,154.51,0.3300335714900575
257,IRM,Iron Mountain Incorporated,Real Estate,32.07,15.42,7.08258,0.46,41.53,32.05,9410249279,1116140000.0,3.2898626,4.97,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IRM,0.7722128581748133,0.9993763642033052,32.41,31.87,32.41,31.87,-0.016661524220919377
258,JBHT,J. B. Hunt Transport Services,Industrials,114.81,30.62,0.8139042,6.19,126.49,83.35,12945366350,1007309000.0,1.7697401999999998,8.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JBHT,0.907660684639102,0.7259820573120808,93.04,116.78,93.04,116.78,0.2551590713671539
259,JEC,Jacobs Engineering Group,Industrials,62.82,19.45,0.9089531999999999,2.43,72.18,49.31,9326484316,409832000.0,1.2129636000000001,2.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JEC,0.8703241895261845,0.7849411015600127,,,0.0,0.0,
260,SJM,JM Smucker,Consumer Staples,118.37,15.35,2.6036884999999996,5.1,143.68,99.565,13612394896,1411300000.0,2.496677,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SJM,0.8238446547884187,0.841133733209428,93.49,104.13,93.49,104.13,0.11380896352551084
261,JNJ,Johnson & Johnson,Health Care,126.36,17.31,2.5566885,0.39,148.32,113.15,353062464971,22430000000.0,4.6326222,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ,0.8519417475728156,0.895457423235201,129.05,145.87,129.05,145.87,0.1303370786516853
262,JCI,Johnson Controls International,Industrials,36.55,14.0,2.7659574,1.71,44.37,34.51,34822224800,4295000000.0,1.1415336,1.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JCI,0.8237547892720306,0.944186046511628,29.65,40.71,29.65,40.71,0.37301854974704907
263,JPM,JPMorgan Chase & Co.,Financials,107.88,15.43,1.9845841,6.3,117.3529,81.635,386613611000,0.0,3.3714992999999995,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JPM,0.9192785180425878,0.756720430107527,97.62,139.40,97.62,139.4,0.42798606842860076
264,JNPR,Juniper Networks,Information Technology,24.66,14.09,1.5754233999999998,0.78,30.96,23.87,9267350000,1115500000.0,1.8543326,1.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNPR,0.7965116279069767,0.9679643146796432,26.91,24.63,26.91,24.63,-0.084726867335563
265,KSU,Kansas City Southern,Industrials,103.53,19.8,1.3445379,9.16,114.85,81.54,11037040988,1295400000.0,4.281897,2.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSU,0.9014366565084894,0.7875977977397857,95.45,153.16,95.45,153.16,0.6046097433211104
266,K,Kellogg Co.,Consumer Staples,65.98,16.5,3.3639620000000003,1.95,76.69,58.76,22182794875,1827000000.0,2.3173764,11.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=K,0.860346850958404,0.8905729008790542,57.01,69.16,57.01,69.16,0.21312050517453085
267,KEY,KeyCorp,Financials,20.08,14.66,1.9876952,1.12,22.22,16.28,22589744920,0.0,3.270451,1.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KEY,0.9036903690369037,0.810756972111554,14.78,20.24,14.78,20.24,0.36941813261163725
268,KMB,Kimberly-Clark,Consumer Staples,111.69,17.93,3.5599858999999996,6.41,136.21,109.67,39449596000,4033000000.0,2.1947837000000003,151.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMB,0.8199838484692753,0.9819142268779658,113.94,137.55,113.94,137.55,0.20721432332806744
269,KIM,Kimco Realty,Real Estate,14.01,9.28,7.713498599999999,0.8,25.15,14.33,6180487499,701190000.0,7.0508942999999995,1.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KIM,0.5570576540755467,1.0228408279800143,14.65,20.71,14.65,20.71,0.4136518771331059
270,KMI,Kinder Morgan,Energy,16.8,25.07,2.891845,0.01,22.75,16.56,38612712234,5981000000.0,2.8239360000000002,1.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMI,0.7384615384615385,0.9857142857142855,15.38,21.17,15.38,21.17,0.3764629388816645
271,KLAC,KLA-Tencor Corp.,Information Technology,98.54,16.59,2.2988505,5.88,121.65,86.33,16078622033,1506642000.0,4.3395863,12.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KLAC,0.8100287710645294,0.8760909275421148,89.49,178.17,89.49,178.17,0.9909487093530003
272,KSS,Kohl's Corp.,Consumer Discretionary,60.34,16.01,3.4965036,3.12,69.14,35.16,10570861198,2286000000.0,0.8557756999999999,2.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KSS,0.872722013306335,0.5826980444149816,66.34,50.95,66.34,50.95,-0.23198673500150735
